"","X","lagoslakeid","year","total_obs","count_oligotrophic","count_mesotrophic","count_eutrophic","Trophic_State","value","lake_namelagos","lake_centroidstate","lake_lat_decdeg","lake_lon_decdeg","trend"
"224",224,317809,1987,5,5,0,0,"Mesotrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"225",225,317809,1987,5,5,0,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"226",226,317809,1988,5,4,1,0,"Oligotrophic",80,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"227",227,317809,1988,5,4,1,0,"Mesotrophic",20,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"228",228,317809,1988,5,4,1,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"229",229,317809,1989,1,1,0,0,"Oligotrophic",100,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"230",230,317809,1989,1,1,0,0,"Mesotrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"231",231,317809,1989,1,1,0,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"232",232,317809,1990,4,2,2,0,"Oligotrophic",50,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"233",233,317809,1990,4,2,2,0,"Mesotrophic",50,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"234",234,317809,1990,4,2,2,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"235",235,317809,1991,3,3,0,0,"Oligotrophic",100,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"236",236,317809,1991,3,3,0,0,"Mesotrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"237",237,317809,1991,3,3,0,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"238",238,317809,1992,4,3,1,0,"Oligotrophic",75,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"239",239,317809,1992,4,3,1,0,"Mesotrophic",25,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"240",240,317809,1992,4,3,1,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"241",241,317809,1993,3,3,0,0,"Oligotrophic",100,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"242",242,317809,1993,3,3,0,0,"Mesotrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"243",243,317809,1993,3,3,0,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"244",244,317809,1994,3,1,2,0,"Oligotrophic",33.3333333333333,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"245",245,317809,1994,3,1,2,0,"Mesotrophic",66.6666666666667,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"246",246,317809,1994,3,1,2,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"247",247,317809,1995,5,4,1,0,"Oligotrophic",80,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"248",248,317809,1995,5,4,1,0,"Mesotrophic",20,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"249",249,317809,1995,5,4,1,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"250",250,317809,1996,4,3,1,0,"Oligotrophic",75,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"251",251,317809,1996,4,3,1,0,"Mesotrophic",25,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"252",252,317809,1996,4,3,1,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"253",253,317809,1997,2,2,0,0,"Oligotrophic",100,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"254",254,317809,1997,2,2,0,0,"Mesotrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"255",255,317809,1997,2,2,0,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"256",256,317809,1998,2,2,0,0,"Oligotrophic",100,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"257",257,317809,1998,2,2,0,0,"Mesotrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"258",258,317809,1998,2,2,0,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"259",259,317809,1999,6,5,1,0,"Oligotrophic",83.3333333333333,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"260",260,317809,1999,6,5,1,0,"Mesotrophic",16.6666666666667,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"261",261,317809,1999,6,5,1,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"262",262,317809,2000,10,8,2,0,"Oligotrophic",80,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"263",263,317809,2000,10,8,2,0,"Mesotrophic",20,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"264",264,317809,2000,10,8,2,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"265",265,317809,2001,9,6,3,0,"Oligotrophic",66.6666666666667,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"266",266,317809,2001,9,6,3,0,"Mesotrophic",33.3333333333333,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"267",267,317809,2001,9,6,3,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"268",268,317809,2002,8,7,1,0,"Oligotrophic",87.5,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"269",269,317809,2002,8,7,1,0,"Mesotrophic",12.5,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"270",270,317809,2002,8,7,1,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"271",271,317809,2003,7,5,2,0,"Oligotrophic",71.4285714285714,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"272",272,317809,2003,7,5,2,0,"Mesotrophic",28.5714285714286,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"273",273,317809,2003,7,5,2,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"274",274,317809,2004,6,3,3,0,"Oligotrophic",50,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"275",275,317809,2004,6,3,3,0,"Mesotrophic",50,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"276",276,317809,2004,6,3,3,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"277",277,317809,2005,7,4,3,0,"Oligotrophic",57.1428571428571,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"278",278,317809,2005,7,4,3,0,"Mesotrophic",42.8571428571429,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"279",279,317809,2005,7,4,3,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"280",280,317809,2006,8,6,2,0,"Oligotrophic",75,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"281",281,317809,2006,8,6,2,0,"Mesotrophic",25,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"282",282,317809,2006,8,6,2,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"283",283,317809,2007,10,7,3,0,"Oligotrophic",70,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"284",284,317809,2007,10,7,3,0,"Mesotrophic",30,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"285",285,317809,2007,10,7,3,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"286",286,317809,2008,8,5,3,0,"Oligotrophic",62.5,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"287",287,317809,2008,8,5,3,0,"Mesotrophic",37.5,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"288",288,317809,2008,8,5,3,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"289",289,317809,2009,6,4,2,0,"Oligotrophic",66.6666666666667,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"290",290,317809,2009,6,4,2,0,"Mesotrophic",33.3333333333333,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"291",291,317809,2009,6,4,2,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"292",292,317809,2010,6,5,1,0,"Oligotrophic",83.3333333333333,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"293",293,317809,2010,6,5,1,0,"Mesotrophic",16.6666666666667,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"294",294,317809,2010,6,5,1,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"295",295,317809,2011,5,3,2,0,"Oligotrophic",60,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"296",296,317809,2011,5,3,2,0,"Mesotrophic",40,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"297",297,317809,2011,5,3,2,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"298",298,317809,2012,5,4,1,0,"Oligotrophic",80,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"299",299,317809,2012,5,4,1,0,"Mesotrophic",20,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"300",300,317809,2012,5,4,1,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"301",301,317809,2013,8,4,4,0,"Oligotrophic",50,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"302",302,317809,2013,8,4,4,0,"Mesotrophic",50,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"303",303,317809,2013,8,4,4,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"304",304,317809,2014,5,3,2,0,"Oligotrophic",60,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"305",305,317809,2014,5,3,2,0,"Mesotrophic",40,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"306",306,317809,2014,5,3,2,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"307",307,317809,2015,8,5,3,0,"Oligotrophic",62.5,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"308",308,317809,2015,8,5,3,0,"Mesotrophic",37.5,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"309",309,317809,2015,8,5,3,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"310",310,317809,2016,8,6,2,0,"Oligotrophic",75,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"311",311,317809,2016,8,6,2,0,"Mesotrophic",25,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"312",312,317809,2016,8,6,2,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"313",313,317809,2017,6,5,1,0,"Oligotrophic",83.3333333333333,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"314",314,317809,2017,6,5,1,0,"Mesotrophic",16.6666666666667,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"315",315,317809,2017,6,5,1,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"316",316,317809,2018,6,2,4,0,"Oligotrophic",33.3333333333333,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"317",317,317809,2018,6,2,4,0,"Mesotrophic",66.6666666666667,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"318",318,317809,2018,6,2,4,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"319",319,317809,2019,5,5,0,0,"Oligotrophic",100,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"320",320,317809,2019,5,5,0,0,"Mesotrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"321",321,317809,2019,5,5,0,0,"Eutrophic",0,"Beach Lake","WY",44.54148,-110.57062,"no trend"
"322",322,324936,1984,4,1,1,2,"Oligotrophic",25,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"323",323,324936,1984,4,1,1,2,"Mesotrophic",25,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"324",324,324936,1984,4,1,1,2,"Eutrophic",50,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"325",325,324936,1985,6,4,2,0,"Oligotrophic",66.6666666666667,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"326",326,324936,1985,6,4,2,0,"Mesotrophic",33.3333333333333,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"327",327,324936,1985,6,4,2,0,"Eutrophic",0,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"328",328,324936,1986,11,3,6,2,"Oligotrophic",27.2727272727273,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"329",329,324936,1986,11,3,6,2,"Mesotrophic",54.5454545454545,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"330",330,324936,1986,11,3,6,2,"Eutrophic",18.1818181818182,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"331",331,324936,1987,10,4,4,2,"Oligotrophic",40,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"332",332,324936,1987,10,4,4,2,"Mesotrophic",40,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"333",333,324936,1987,10,4,4,2,"Eutrophic",20,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"334",334,324936,1988,7,3,3,1,"Oligotrophic",42.8571428571429,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"335",335,324936,1988,7,3,3,1,"Mesotrophic",42.8571428571429,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"336",336,324936,1988,7,3,3,1,"Eutrophic",14.2857142857143,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"337",337,324936,1989,6,3,2,1,"Oligotrophic",50,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"338",338,324936,1989,6,3,2,1,"Mesotrophic",33.3333333333333,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"339",339,324936,1989,6,3,2,1,"Eutrophic",16.6666666666667,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"340",340,324936,1990,8,2,5,1,"Oligotrophic",25,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"341",341,324936,1990,8,2,5,1,"Mesotrophic",62.5,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"342",342,324936,1990,8,2,5,1,"Eutrophic",12.5,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"343",343,324936,1991,7,2,2,3,"Oligotrophic",28.5714285714286,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"344",344,324936,1991,7,2,2,3,"Mesotrophic",28.5714285714286,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"345",345,324936,1991,7,2,2,3,"Eutrophic",42.8571428571429,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"346",346,324936,1992,9,6,1,2,"Oligotrophic",66.6666666666667,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"347",347,324936,1992,9,6,1,2,"Mesotrophic",11.1111111111111,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"348",348,324936,1992,9,6,1,2,"Eutrophic",22.2222222222222,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"349",349,324936,1993,10,6,2,2,"Oligotrophic",60,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"350",350,324936,1993,10,6,2,2,"Mesotrophic",20,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"351",351,324936,1993,10,6,2,2,"Eutrophic",20,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"352",352,324936,1994,6,1,3,2,"Oligotrophic",16.6666666666667,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"353",353,324936,1994,6,1,3,2,"Mesotrophic",50,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"354",354,324936,1994,6,1,3,2,"Eutrophic",33.3333333333333,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"355",355,324936,1995,14,8,4,2,"Oligotrophic",57.1428571428571,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"356",356,324936,1995,14,8,4,2,"Mesotrophic",28.5714285714286,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"357",357,324936,1995,14,8,4,2,"Eutrophic",14.2857142857143,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"358",358,324936,1996,10,5,4,1,"Oligotrophic",50,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"359",359,324936,1996,10,5,4,1,"Mesotrophic",40,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"360",360,324936,1996,10,5,4,1,"Eutrophic",10,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"361",361,324936,1997,7,2,3,2,"Oligotrophic",28.5714285714286,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"362",362,324936,1997,7,2,3,2,"Mesotrophic",42.8571428571429,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"363",363,324936,1997,7,2,3,2,"Eutrophic",28.5714285714286,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"364",364,324936,1998,4,1,1,2,"Oligotrophic",25,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"365",365,324936,1998,4,1,1,2,"Mesotrophic",25,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"366",366,324936,1998,4,1,1,2,"Eutrophic",50,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"367",367,324936,1999,19,4,10,5,"Oligotrophic",21.0526315789474,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"368",368,324936,1999,19,4,10,5,"Mesotrophic",52.6315789473684,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"369",369,324936,1999,19,4,10,5,"Eutrophic",26.3157894736842,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"370",370,324936,2000,21,7,9,5,"Oligotrophic",33.3333333333333,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"371",371,324936,2000,21,7,9,5,"Mesotrophic",42.8571428571429,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"372",372,324936,2000,21,7,9,5,"Eutrophic",23.8095238095238,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"373",373,324936,2001,15,7,1,7,"Oligotrophic",46.6666666666667,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"374",374,324936,2001,15,7,1,7,"Mesotrophic",6.66666666666667,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"375",375,324936,2001,15,7,1,7,"Eutrophic",46.6666666666667,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"376",376,324936,2002,18,8,7,3,"Oligotrophic",44.4444444444444,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"377",377,324936,2002,18,8,7,3,"Mesotrophic",38.8888888888889,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"378",378,324936,2002,18,8,7,3,"Eutrophic",16.6666666666667,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"379",379,324936,2003,14,8,4,2,"Oligotrophic",57.1428571428571,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"380",380,324936,2003,14,8,4,2,"Mesotrophic",28.5714285714286,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"381",381,324936,2003,14,8,4,2,"Eutrophic",14.2857142857143,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"382",382,324936,2004,14,8,6,0,"Oligotrophic",57.1428571428571,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"383",383,324936,2004,14,8,6,0,"Mesotrophic",42.8571428571429,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"384",384,324936,2004,14,8,6,0,"Eutrophic",0,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"385",385,324936,2005,13,6,4,3,"Oligotrophic",46.1538461538462,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"386",386,324936,2005,13,6,4,3,"Mesotrophic",30.7692307692308,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"387",387,324936,2005,13,6,4,3,"Eutrophic",23.0769230769231,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"388",388,324936,2006,15,6,5,4,"Oligotrophic",40,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"389",389,324936,2006,15,6,5,4,"Mesotrophic",33.3333333333333,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"390",390,324936,2006,15,6,5,4,"Eutrophic",26.6666666666667,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"391",391,324936,2007,21,9,5,7,"Oligotrophic",42.8571428571429,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"392",392,324936,2007,21,9,5,7,"Mesotrophic",23.8095238095238,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"393",393,324936,2007,21,9,5,7,"Eutrophic",33.3333333333333,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"394",394,324936,2008,25,15,9,1,"Oligotrophic",60,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"395",395,324936,2008,25,15,9,1,"Mesotrophic",36,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"396",396,324936,2008,25,15,9,1,"Eutrophic",4,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"397",397,324936,2009,24,9,8,7,"Oligotrophic",37.5,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"398",398,324936,2009,24,9,8,7,"Mesotrophic",33.3333333333333,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"399",399,324936,2009,24,9,8,7,"Eutrophic",29.1666666666667,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"400",400,324936,2010,13,9,1,3,"Oligotrophic",69.2307692307692,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"401",401,324936,2010,13,9,1,3,"Mesotrophic",7.69230769230769,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"402",402,324936,2010,13,9,1,3,"Eutrophic",23.0769230769231,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"403",403,324936,2011,17,6,7,4,"Oligotrophic",35.2941176470588,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"404",404,324936,2011,17,6,7,4,"Mesotrophic",41.1764705882353,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"405",405,324936,2011,17,6,7,4,"Eutrophic",23.5294117647059,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"406",406,324936,2012,10,7,2,1,"Oligotrophic",70,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"407",407,324936,2012,10,7,2,1,"Mesotrophic",20,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"408",408,324936,2012,10,7,2,1,"Eutrophic",10,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"409",409,324936,2013,18,10,2,6,"Oligotrophic",55.5555555555556,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"410",410,324936,2013,18,10,2,6,"Mesotrophic",11.1111111111111,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"411",411,324936,2013,18,10,2,6,"Eutrophic",33.3333333333333,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"412",412,324936,2014,16,11,4,1,"Oligotrophic",68.75,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"413",413,324936,2014,16,11,4,1,"Mesotrophic",25,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"414",414,324936,2014,16,11,4,1,"Eutrophic",6.25,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"415",415,324936,2015,13,6,5,2,"Oligotrophic",46.1538461538462,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"416",416,324936,2015,13,6,5,2,"Mesotrophic",38.4615384615385,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"417",417,324936,2015,13,6,5,2,"Eutrophic",15.3846153846154,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"418",418,324936,2016,13,10,2,1,"Oligotrophic",76.9230769230769,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"419",419,324936,2016,13,10,2,1,"Mesotrophic",15.3846153846154,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"420",420,324936,2016,13,10,2,1,"Eutrophic",7.69230769230769,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
"421",421,324936,2017,18,10,5,3,"Oligotrophic",55.5555555555556,"Yellowstone Lake","WY",44.46173,-110.31937,"trending oligotrophic"
